Codigo,Descricao,Categoria,Quantidade,Local,Sublocal,Tecido,Cristais,Eletricista
039-0007,RELÓGIO DE PAREDE METAL CHAMPAGNE,RELÓGIOS,NA,Armazem 500,Armazem 500,0,1,0
039-0008,RELÓGIO DE PAREDE METAL CHATEAU DE GUILLEVI,RELÓGIOS,NA,Galpao,Setor 4,0,0,0
039-0009,RELÓGIO DE PAREDE METAL LONDON,RELÓGIOS,NA,Loja,Area do Galpao,0,0,0
039-0010,RELÓGIO DE PAREDE METAL THE VILLAGE,RELÓGIOS,NA,Loja,Area da Entrada,0,0,1
039-0011,RELÓGIO PLÁSTICO DE PAREDE LIQUIDIFICADOR,RELÓGIOS,NA,Maison Blue,Maison Blue,0,0,0
039-0012,RELÓGIO DE VIDRO DESENHO CARRO,RELÓGIOS,NA,Galpao,Setor 2,0,0,0
039-0013,RELÓGIO JACQUES PANIER PARIS ANTIGO (GRANDE),RELÓGIOS,NA,Loja,Area do Galpao,0,0,0
039-0014,RELÓGIO PORTA CANETA,RELÓGIOS,NA,Galpao,Setor 3,0,0,0
039-0015,RELÓGIO PORTA RETRATO GIRATÓRIO,RELÓGIOS,NA,Galpao,Setor 2,0,0,0
039-0016,RELÓGIO TIPO LANTERNA DE CARRO (FAROL),RELÓGIOS,NA,Loja,Setor Comercial,0,0,0
039-0017,RELÓGIO DIGITAL (PEQUENO),RELÓGIOS,NA,Loja,Area do Galpao,0,0,0
039-0018,RELÓGIOS DE PAREDE FORMATO DE LP VINIL,RELÓGIOS,NA,Loja,Area do Galpao,0,0,0
040-0001,SAMOVAR PRATA,SAMOVAR,NA,Loja,Area do Galpao,0,0,0
040-0002,SAMOVAR PRATA,SAMOVAR,NA,Loja,Area do Galpao,0,0,0
040-0003,SAMOVAR PRATA,SAMOVAR,NA,Galpao,Setor 2,0,0,0
040-0004,SAMOVAR PRATA,SAMOVAR,NA,Loja,Area do Galpao,0,0,0
040-0005,SAMOVAR PRATA,SAMOVAR,NA,Galpao,Setor 1,0,0,0
040-0006,SAMOVAR PRATA,SAMOVAR,NA,Galpao,Setor 3,0,0,0
040-0007,SAMOVAR PRATA,SAMOVAR,NA,Armazem 500,Armazem 500,0,0,0
041-0001,SOFÁ 3 LUGARES VERMELHO,SOFÁS,NA,Loja,Area do Galpao,0,0,0
041-0002,SOFÁ BRANCO DE COURO 02 LUGARES BRANCO ALMOFADA,SOFÁS,NA,Loja,Area do Galpao,0,1,0
041-0003,SOFÁ BRANCO DE COURO 02 LUGARES,SOFÁS,NA,Galpao,Setor 1,0,0,0
041-0004,SOFÁ CAMA 02 LUGARES BRANCO,SOFÁS,NA,Galpao,Setor 2,0,0,0
041-0005,SOFÁ CAMA 02 LUGARES CINZA,SOFÁS,NA,Loja,Area do Galpao,0,0,0
041-0006,SOFÁ CAMA 02 LUGARES PRETO,SOFÁS,NA,Loja,Sala Alberto Serruya,0,0,0
041-0007,SOFÁ CAMA 03 LUGARES BRANCO,SOFÁS,NA,Galpao,Setor 1,0,0,0
041-0008,SOFÁ CAMA 03 LUGARES CINZA,SOFÁS,NA,Galpao,Setor 3,0,0,0
041-0009,SOFÁ CAMA 03 LUGARES MARROM,SOFÁS,NA,Armazem 500,Armazem 500,0,1,0
041-0010,SOFÁ CAMA 03 LUGARES VERMELHO,SOFÁS,NA,Loja,Sala Alberto Serruya,0,0,0
041-0011,SOFÁ CROSS EM CAMURSA PRETO 02 LUGARES QUADRADO,SOFÁS,NA,Loja,Area da Entrada,0,0,0
041-0012,SOFÁ CROSS EM TECIDO VERDE 02 LUGARES QUADRADO,SOFÁS,NA,Loja,Area do Galpao,0,0,0
041-0013,SOFÁ COURVIN 02 LUGARES PRETO,SOFÁS,NA,Galpao,Setor 2,0,0,0
041-0014,SOFÁ COURVIN 03 LUGARES PRETO,SOFÁS,NA,Loja,Area da Entrada,0,0,0
041-0015,SOFÁ EM COURO E INOX BRANCO,SOFÁS,NA,Loja,Area do Galpao,0,0,0
041-0016,SOFÁ EM COURO E INOX PRETO,SOFÁS,NA,Loja,Area do Galpao,0,0,0
041-0017,SOFÁ IMPERIAL 03 E 04 LUGARES COM POLTRONAS  DOURADAS EM ALTO RELEVO,SOFÁS,NA,Maison Blue,Maison Blue,0,0,0
041-0018,SOFÁ IMPERIAL DOURADO 03 LUGARES COM 04 POLTRONAS,SOFÁS,NA,Galpao,Setor 2,0,0,0
041-0019,SOFÁ PRATA VIENA,SOFÁS,NA,Loja,Setor Comercial,0,0,0
041-0020,SOFÁ GIRATÓRIO COR BEGE 02 LUGARES,SOFÁS,NA,Loja,Area do Galpao,0,0,0
041-0021,SOFÁ PEQUENO 02 LUGARES AZUL TIFFANY,SOFÁS,NA,Armazem 500,Armazem 500,0,0,0
042-0001,SOUSPLAT BRANCO LISO,SOUSPLAT,NA,Armazem 500,Armazem 500,0,0,0
042-0002,SOUSPLAT DOURADO BORDA DE FOLHA,SOUSPLAT,NA,Loja,Area da Entrada,0,0,0
042-0003,SOUSPLAT DOURADO LISO,SOUSPLAT,NA,Loja,Sala Alberto Serruya,0,0,0
042-0004,SOUSPLAT DOURADO TRANSADO,SOUSPLAT,NA,Loja,Area da Entrada,0,0,0
042-0005,SOUSPLAT INOX BORDA COM CRISTAIS,SOUSPLAT,NA,Loja,Area do Galpao,0,0,0
042-0006,SOUSPLAT INOX,SOUSPLAT,NA,Loja,Area da Entrada,0,0,0
042-0007,SOUSPLAT MARFIM,SOUSPLAT,NA,Loja,Area do Galpao,0,0,0
042-0008,SOUSPLAT EM MDF BRANCO,SOUSPLAT,NA,Galpao,Setor 2,0,0,0
042-0009,SOUSPLAT MOSAICO AZUL THIFFANY,SOUSPLAT,NA,Loja,Area do Galpao,0,0,0
042-0010,SOUSPLAT MOSAICO BRANCO,SOUSPLAT,NA,Armazem 500,Armazem 500,0,0,0
042-0011,SOUSPLAT MOSAICO PRETO,SOUSPLAT,NA,Loja,Area da Entrada,0,0,0
042-0012,SOUSPLAT PLATINADO,SOUSPLAT,NA,Galpao,Setor 2,0,0,0
042-0013,SOUSPLAT PRATEADO TRANÇADO,SOUSPLAT,NA,Galpao,Setor 2,0,0,0
042-0014,SOUSPLAT PRETO LISO,SOUSPLAT,NA,Maison Blue,Maison Blue,0,0,0
042-0015,SOUSPLAT ROSA BEBÊ,SOUSPLAT,NA,Galpao,Setor 1,0,0,0
043-0001,SUPIE CINZA PRATA,SUPIE,NA,Loja,Area do Galpao,0,0,0
043-0002,SUPIE DOURADA MARIZA PRADO (PÉ DE FERRO),SUPIE,NA,Loja,Area do Galpao,0,0,0
043-0003,SUPIE DOURADA MARIZA PRADO PÉ DE MADEIRA,SUPIE,NA,Armazem 500,Armazem 500,0,0,0
043-0004,SUPIE PRATA CAPITONÉ,SUPIE,NA,Armazem 500,Armazem 500,0,0,0
043-0005,SUPIE PRETO DOURADO,SUPIE,NA,Loja,Area da Entrada,0,0,0
043-0006,SUPIE VERMELHO PÉ DOURADO,SUPIE,NA,Loja,Area do Galpao,1,0,0
043-0007,SUPIE PRATA COM ROSA BEBÊ,SUPIE,NA,Loja,Area do Galpao,0,0,0
044-0001,TAÇA BOJO NEW CHROME (PEQUENA) 52 CM,TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0002,TAÇA BOJO NEW CHROME (MÉDIA) 60 CM,TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0003,TAÇA CELTA ALTA,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0004,TAÇA CELTA BAIXA,TAÇAS,NA,Loja,Area da Entrada,0,0,0
044-0005,TAÇA CELTA VERMELHA,TAÇAS,NA,Loja,Area da Entrada,0,0,0
044-0006,TACA DE CRISTAL ALTA,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0007,TAÇA DE VIDRO COM PÉ REDONDO FOOT H20,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0008,TAÇA DE VIDRO ESTILO CONE,TAÇAS,NA,Armazem 500,Armazem 500,0,0,0
044-0009,TAÇA FELICIDADE VIDRO (PEQUENA),TAÇAS,NA,Loja,Setor Comercial,0,0,0
044-0010,TAÇA MARGARIDA VERMELHA,TAÇAS,NA,Galpao,Setor 3,0,0,0
044-0011,TAÇA OURO CANELA FINA DA LINHA NOVA (GRANDE),TAÇAS,NA,Galpao,Setor 4,1,0,0
044-0012,TAÇA OURO CANELA FINA DA LINHA NOVA (PEQUENA),TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0013,TAÇA OURO DA LINHA NOVA,TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0014,TACA PAULISTA TRANSPARENTE BOCA LARGA RETA BAIXA 60 CM,TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0015,TACA PAULISTA TRANSPARENTE BOCA LARGA,TAÇAS,NA,Galpao,Setor 4,0,0,0
044-0016,TACA PÉ DE PRATA CÚPULA BRANCA (PEQUENA),TAÇAS,NA,Galpao,Setor 4,0,0,0
044-0017,TACA PÉ DE PRATA CÚPULA PRATA (PEQUENA),TAÇAS,NA,Maison Blue,Maison Blue,0,0,0
044-0018,TACA PÉ DE PRATA CÚPULA PRETA (PEQUENA),TAÇAS,NA,Armazem 500,Armazem 500,0,0,0
044-0019,TAÇA PRATA DA LINHA NOVA,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0020,TACA PRETA ALTA,TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0021,TAÇA PRETA E TRANSPARENTE,TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0022,TAÇA VERSAILLES ESPIRAL VERMELHA,TAÇAS,NA,Galpao,Setor 4,0,0,0
044-0023,TACA VERSALLES AMBAR (CÚPULAS),TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0024,TACA VERSALLES TRANSPARENTE (SÓ CÚPULA),TAÇAS,NA,Loja,Setor Comercial,0,0,0
044-0025,TACA VERSALLES VERMELHA LISA,TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0026,TAÇAS COLORIDAS FRIZADAS,TAÇAS,NA,Galpao,Setor 1,0,0,0
044-0027,"TULIPA DE BOCA LARGA ALTA 0,20 x 1,00 METROS",TAÇAS,NA,Galpao,Setor 1,0,0,0
044-0028,"TULIPA DE BOCA LARGA ALTA 0,30 x 1,00 METROS",TAÇAS,NA,Galpao,Setor 3,0,0,0
044-0029,TULIPA DE VIDRO TRANSPARENTE (PEQUENA),TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0030,TULIPA DE VIDRO VERMELHA (PEQUENA),TAÇAS,NA,Maison Blue,Maison Blue,0,0,0
044-0031,TULIPA PRATA COM STRASS,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0032,TULIPA PRETA BAIXA,TAÇAS,NA,Galpao,Setor 3,0,0,0
044-0033,TULIPA TRANSPARENTE BOCA LARGA BOLA NO PÉ,TAÇAS,NA,Galpao,Setor 1,0,0,0
044-0034,TULIPA VERMELHA PERNA DE GARÇA PRATA,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0035,TULIPÃO PÉ DE ELEFANTE,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0036,TULIPINHA COM ASPIRAL,TAÇAS,NA,Galpao,Setor 1,0,0,0
044-0037,TULIPA DE VIDRO TRANSOPARENTE (PEQUENA),TAÇAS,NA,Galpao,Setor 2,0,0,0
044-0038,TAÇA BRANCA COM PE TRANSPARENTE,TAÇAS,NA,Galpao,Setor 3,1,0,0
044-0039,TACA CRISTAL BISOUTADO BASE PRATA EMARMORE,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0040,TACA DE CRISTAL COM PE ONDULADO,TAÇAS,NA,Loja,Sala Alberto Serruya,0,0,0
044-0041,"TACA SARQUIS SAMARA COM CRISTAIS 0,68 x 1,24",TAÇAS,NA,Galpao,Setor 1,0,0,0
044-0042,"TACA SARQUIS SAMARA COM CRISTAIS 0,68 x 1,55",TAÇAS,NA,Loja,Setor Comercial,0,0,0
044-0043,TACA SARQUIS SAMARA COM CRISTAIS,TAÇAS,NA,Loja,Area do Galpao,0,0,0
044-0044,TACA SARQUIS SAMARA COM CRISTAIS,TAÇAS,NA,Loja,Area do Galpao,0,0,1
045-0001,TAPETE QUADRADO NA COR BEGE DECORADO,TAPETES,NA,Loja,Area da Entrada,0,0,1
045-0002,TAPETE QUADRADO PRETO COM LISTRAS VERMELHA E BRANCA,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0003,TAPETE RETANGULAR EM TONS VERMELHO ESTILO PERSA,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0004,TAPETE QUADRADO NA COR GRAFITE,TAPETES,NA,Galpao,Setor 2,0,0,0
045-0005,TAPETE QUADRADO NA COR PRETA FELPUDO,TAPETES,NA,Maison Blue,Maison Blue,0,0,0
045-0006,TAPETE QUADRADO NA COR CAQUI,TAPETES,NA,Galpao,Setor 1,0,0,0
045-0007,TAPETE QUADRADO BEGE EM ALTO RELEVO,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0008,TAPETE VERMELHO QUADRADO COM PEQUENOS DETALHES,TAPETES,NA,Armazem 500,Armazem 500,0,0,0
045-0009,TAPETE QUADRADO FELPUDO NA COR MARROM,TAPETES,NA,Maison Blue,Maison Blue,0,0,0
045-0010,TAPETE QUADRADO VERMELHO FELPUDO,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0011,"TAPETE RETANGULAR NAS CORES CINZA, VERMELHO E PRETO",TAPETES,NA,Galpao,Setor 3,0,0,1
045-0012,TAPETE RETANGULAR EM TONS VERMELHO ESTILO PERSA,TAPETES,NA,Galpao,Setor 2,0,0,0
045-0013,TAPETE RETANGULAR TAMANHO GRANDE NA COR BEGE,TAPETES,NA,Galpao,Setor 3,0,0,0
045-0014,TAPETE PASSADEIRA NA COR GOIABA CLARO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0015,TAPETE GRANDE RETANGULAR LISTRADO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0016,TAPETE QUADRADO LISTRADO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0017,TAPETE RETANGULAR NA COR BEGE CLARO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0018,TAPETE REDONDO NA COR VERMELHA,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0019,PASSADEIRA ESTILO PERSA,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0020,TAPETE RETANGULAR PRETO FELPUDO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0021,TAPETE QUADRADO NA COR PRETA,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0022,TAPETE ESTILO PERSA RETANGULAR,TAPETES,NA,Galpao,Setor 2,0,0,0
045-0023,TAPETE QUADRADO ESTILO PERSA NA COR CARAMELO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0024,TAPETE BRANCO COM DETALHES EM ESTRELAS PRETAS,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0025,TAPETE QUADRADO ESTAMPADO VERMELHO COM ROXO,TAPETES,NA,Loja,Setor Comercial,0,0,0
045-0026,TAPETE PERSA ESTAMPA AVERMELHADA,TAPETES,NA,Loja,Sala Alberto Serruya,0,0,0
045-0027,TAPETE QUADRADO DOURADO FOSCO,TAPETES,NA,Loja,Sala Alberto Serruya,0,0,0
045-0028,TAPETE ESTILO PERSA PEQUENO DETALHES PRETO E BEGE,TAPETES,NA,Loja,Area da Entrada,0,0,1
045-0029,TAPETE ESTILO PERSA REDONDO (MÉDIO),TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0030,TAPETE ESTILO PERSA REDONDO (PEQUENO),TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0031,TAPETE ESTILO PERSA GRANDE COM  DETALHES PRETO E BEGE,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0032,TAPETE ESTILO PERSA COM  DETALHES PRETO E BEGE (MÉDIO),TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0033,TAPETE RETANGULAR FELPUDO NA CORN MARROM,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0034,TAPETE ENTAMPADO QUADRICULADO RETANGULAR EM TONS VERMELHO (GRANDE),TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0035,TAPETE QUADRADO NA COR BEGE COM DETALHES PRETO E DOURADO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0036,TAPETE RETANGULAR  QUADRICULADO COR BEGE (GRANDE),TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0037,TAPETE PRETO COM BRANCO EM DESENHOS DE QUADRADO,TAPETES,NA,Armazem 500,Armazem 500,0,0,0
045-0038,TAPETE BRANCO ENVELHECIDO,TAPETES,NA,Loja,Area do Galpao,0,0,1
045-0039,TAPETE LISTRADO SIMPLES,TAPETES,NA,Armazem 500,Armazem 500,1,0,0
045-0040,TAPETE FELPUDO EM GRAFITTE,TAPETES,NA,Galpao,Setor 3,0,0,0
045-0041,TAPETE BEGE MANCHADO (COM MANCHAS),TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0042,TAPETE MARROM COM DETALHES DE GALHOS DE ÁRVORE,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0043,TAPETE LISTRADO VERMELHO COM BEGE,TAPETES,NA,Loja,Area do Galpao,0,1,0
045-0044,"TAPETE LISTRADO PRETO, MARROM COM BEGE",TAPETES,NA,Loja,Area do Galpao,1,0,1
045-0045,TAPETE LISTRADO BEGE,TAPETES,NA,Galpao,Setor 3,0,0,0
045-0046,"TAPETE LISTRADO MARROM, BEGE COM BRANCO",TAPETES,NA,Galpao,Setor 2,0,0,0
045-0047,TAPETE LISTRADO (LISTRAS LARGAS MARROM) COM BEGE,TAPETES,NA,Loja,Area da Entrada,1,0,0
045-0048,TAPETE FELPUDO MARROM,TAPETES,NA,Galpao,Setor 2,0,0,0
045-0049,TAPETE EM TOM BEGE,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0050,TAPETE CINZA FELPUDO,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0051,"TAPETE LISTRADO EM TONS VERMELHO, AZUL MARINHO E AMARELO",TAPETES,NA,Galpao,Setor 3,0,0,0
045-0052,TAPETE COM BORDA SALMÃO COM QUADRADINHOS EM AZUL E AMARELO,TAPETES,NA,Galpao,Setor 1,0,0,0
045-0053,TAPETE BEGE SIMPLES,TAPETES,NA,Galpao,Setor 1,0,0,0
045-0054,TAPETE QUADRICULADO EM TONS BEGE COM DOURADO,TAPETES,NA,Armazem 500,Armazem 500,0,0,0
045-0055,PASSADEIRA COM BORDA VINHO COM DECORAÇÃO MOTIVO FLORES,TAPETES,NA,Armazem 500,Armazem 500,0,0,0
045-0056,TAPETE VERMELHO DECORADO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0057,TAPETE COM BORDA BEGE MOTIVO FLORES NO CENTRO (PEQUENO),TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0058,TAPETE VERDE DECORADA COM ROSAS (PEQUENO),TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0059,TAPETE BEGE COM DOURADO (PEQUENO),TAPETES,NA,Loja,Area do Galpao,1,0,0
045-0060,TAPETE BEGE COM BORDA EM VINHO (PEQUENO),TAPETES,NA,Galpao,Setor 2,0,0,0
045-0061,TAPETE AZUL COM DECORAÇÃO DE ROSAS (PEQUENO),TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0062,TAPETE ESTILO PERSA COR BRONZE,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0063,TAPETE ESTILO PERSA COR VERMELHO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0064,TAPETE ESTILO PERSA COR VERMELHO DECORADO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0065,PASSADEIRA NA COR MARROM DECORADA MOTIVO CASTELO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0066,TAPETE ESTILO PERSA COR VERMELHO E VERDE DECORADO,TAPETES,NA,Galpao,Setor 1,0,0,0
045-0067,TAPETE ESTILO PERSA COR VERMELHO DECORADO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0068,TAPETE ESTILO PERSA COR VERDE DECORADO,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0069,TAPETE ESTILO PERSA COR VERMELHO DECORADO,TAPETES,NA,Galpao,Setor 2,0,0,0
045-0070,PASSADEIRA NA COR MARROM DECORADA MOTIVO ÁRABE,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0071,PASSADEIRA NA COR MARROM DECORADA MOTIVO ÁRABE,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0072,PASSADEIRA NA COR MARROM DECORADA MOTIVO TORRE DE CASTELO,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0073,TAPETE QUADRADO MARROM ARABESCO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0074,TAPETE CINZA RAZO,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0075,TAPETE BEGE FELPUDO BAIXO,TAPETES,NA,Galpao,Setor 2,0,0,0
045-0076,TAPETE VERMELHO FELPUDO BAIXO,TAPETES,NA,Galpao,Setor 1,0,0,0
045-0077,TAPETE BEGE FELPUDO BAIXO,TAPETES,NA,Galpao,Setor 3,0,0,0
045-0078,TAPETE ESTILO PERSA PEQUENO,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0079,TAPETE PRETO COM LISTRAS BRANCAS,TAPETES,NA,Loja,Area do Galpao,0,0,0
045-0080,TAPETE FELPUDO BEGE COM CINZA,TAPETES,NA,Loja,Area da Entrada,0,0,0
045-0081,"TAPETE VERMELHO COM DETALHES EM BEGE, CINZA E PRETO",TAPETES,NA,Galpao,Setor 2,0,0,0
046-0001,DONZELA DE VIDRO EM BASE PRATA (GRANDE),TOCHEIROS,NA,Loja,Area da Entrada,0,0,0
046-0002,TOCHEIRO BOLA COM ALÇA DE INOX (PEQUENO),TOCHEIROS,NA,Galpao,Setor 2,0,0,1
046-0003,TOCHEIRO BOLA COM ALÇA DE INOX (MÉDIO),TOCHEIROS,NA,Loja,Area do Galpao,0,0,0
046-0004,TOCHEIRO COLUNINHA DOURADO NOVO,TOCHEIROS,NA,Loja,Area do Galpao,0,0,0
046-0005,"TOCHEIRO 01 LÂMPADA ANTIGO BRONZE 0,68 CM",TOCHEIROS,NA,Armazem 500,Armazem 500,0,0,0
046-0006,"TOCHEIRO 01 LÂMPADA ANTIGO BRONZE 0,56 CM",TOCHEIROS,NA,Loja,Area do Galpao,0,0,0
046-0007,TOCHEIRO 01 LÂMPADA EM PRATA,TOCHEIROS,NA,Galpao,Setor 1,0,0,0
046-0008,TOCHEIRO 01 VELA DE PRATA,TOCHEIROS,NA,Loja,Sala Alberto Serruya,0,0,0
046-0009,TOCHEIRO 01 VELA TRABALHADO EM PRATA,TOCHEIROS,NA,Loja,Area da Entrada,1,0,0
046-0010,TOCHEIRO 01 VELA PÉ INOX E CRISTAIS,TOCHEIROS,NA,Loja,Area do Galpao,0,0,0
046-0011,TOCHEIRO DE CRISTAL PENDURICALHO,TOCHEIROS,NA,Loja,Area da Entrada,0,0,0
046-0012,TOCHEIRO TRABALHADO DOURADO (MÉDIO),TOCHEIROS,NA,Galpao,Setor 2,0,0,1
046-0013,TOCHEIRO TRABALHADO DOURADO (PEQUENO),TOCHEIROS,NA,Maison Blue,Maison Blue,0,0,0
046-0014,TOCHEIRO TRABALHADO DOURADO (GRANDE),TOCHEIROS,NA,Loja,Area da Entrada,0,0,0
046-0015,TOCHEIRO EM MADEIRA (ELÉTRICO),TOCHEIROS,NA,Loja,Area da Entrada,0,0,0
046-0016,TOCHEIRO EM REZINA DOURADO (PEQUENO),TOCHEIROS,NA,Armazem 500,Armazem 500,1,0,0
047-0001,"VASO ÂNFORA CRISTAL DOURADO 0,60 x 0,25",VASOS,NA,Loja,Setor Comercial,1,0,0
047-0002,VASO ÂNFORA CRISTAL DOURADO E VERDE 79 x 27,VASOS,NA,Loja,Area do Galpao,0,0,0
047-0003,VASO ÂNFORA DE CRISTAL VERMELHO E DOURADO 80 CM,VASOS,NA,Loja,Area da Entrada,0,0,0
047-0004,VASO ÂNFORA PRATA DONA MARIA 80 CM,VASOS,NA,Galpao,Setor 4,0,0,0
047-0005,JARRO INDIANO,VASOS,NA,Loja,Area da Entrada,0,0,0
047-0006,VASINHO AZUL,VASOS,NA,Galpao,Setor 2,0,0,0
047-0007,VASINHO PRATA SAQUIS SAMARA (TROFÉU),VASOS,NA,Maison Blue,Maison Blue,0,0,0
047-0008,VASO DONZELA LILÁS,VASOS,NA,Loja,Area do Galpao,0,0,0
047-0009,VASO ALTO BRANCO,VASOS,NA,Loja,Area da Entrada,0,0,0
047-0010,VASO ALTO FINO VERDE,VASOS,NA,Loja,Area do Galpao,0,0,0
047-0011,VASO ALTO PRETO,VASOS,NA,Armazem 500,Armazem 500,0,0,0
047-0012,VASO ALUMÍNIO PRETO MÉDIO 92 CM,VASOS,NA,Loja,Area do Galpao,1,0,0
047-0013,VASO ALUMÍNIO PRETO ALTO 119 CM,VASOS,NA,Loja,Area da Entrada,0,0,0
047-0014,VASO ALUMÍNIO PRETO BAIXO 72 CM,VASOS,NA,Galpao,Setor 1,1,0,0
047-0015,VASO ÂMBAR BOCA (PEQUENO),VASOS,NA,Loja,Area da Entrada,0,0,0
047-0016,VASO ÂMBAR CINTURA,VASOS,NA,Loja,Area do Galpao,0,0,0
047-0017,VASO ÂMBAR BOCA ONDULADA,VASOS,NA,Galpao,Setor 1,0,0,0
047-0018,VASO ÂMBAR DE ONCINHA (MÉDIO),VASOS,NA,Galpao,Setor 2,0,0,0
047-0019,VASO ÂMBAR LISTRADO BOCA (PEQUENO),VASOS,NA,Loja,Area do Galpao,0,0,0
047-0020,VASO BAIXO BOCA LARGA VERDE,VASOS,NA,Galpao,Setor 2,0,0,0
047-0021,VASO BAIXO MALHADO LARANJA,VASOS,NA,Loja,Area do Galpao,1,0,0
047-0022,VASO BAIXO MALHADO PRETO,VASOS,NA,Loja,Area do Galpao,0,0,0
047-0023,VASO BAIXO MALHADO VERMELHO,VASOS,NA,Loja,Area da Entrada,0,0,0
047-0024,VASO BEETHOVEN (MÉDIO),VASOS,NA,Galpao,Setor 2,0,0,0
047-0025,VASO BEETHOVEN (PEQUENO),VASOS,NA,Armazem 500,Armazem 500,0,0,0
047-0026,VASO BICO FINO EM PORCELANA CROMADO,VASOS,NA,Galpao,Setor 4,0,0,0
047-0027,VASO BOJO NEW CHROME 45 CM,VASOS,NA,Armazem 500,Armazem 500,0,0,0
047-0028,VASO BOLEADO BAIXO,VASOS,NA,Loja,Area da Entrada,0,0,0
047-0029,VASO BOLHA,VASOS,NA,Loja,Setor Comercial,0,0,0
047-0030,VASO CÁLICE STRAUSS (GRANDE),VASOS,NA,Maison Blue,Maison Blue,0,0,0
047-0031,VASO CÁLICE STRAUSS DOURADO (MÉDIO),VASOS,NA,Loja,Area do Galpao,0,0,0
047-0032,"VASO CHUMBO TIPO TAÇA - NOVO 0,59 CM",VASOS,NA,Armazem 500,Armazem 500,0,0,0
047-0033,VASO COM ESPIRAL NA PONTA CRISTAL,VASOS,NA,Galpao,Setor 2,0,0,0
047-0034,VASO COM MALHA METÁLICA,VASOS,NA,Galpao,Setor 1,0,0,0
047-0035,VASO CORNETA STRAUSS DOURADO,VASOS,NA,Galpao,Setor 2,0,0,0
047-0036,VASO CORNETA STRAUSS PRATA,VASOS,NA,Loja,Area da Entrada,0,0,0
047-0037,"VASO CRISTAL E BRONZE DOURADO 0,85 x 0,18",VASOS,NA,Loja,Area do Galpao,0,0,0
047-0038,VASO DE BRONZE INDIANO VAZADO TRABALHADO (GRANDE),VASOS,NA,Galpao,Setor 2,0,0,0
